"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 01 00:55:22 GMT 2024","Tue Oct 01 00:55:22 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-SS-SYMBOLS.15",""
"passed","Tue Oct 01 01:51:17 GMT 2024","Tue Oct 01 01:51:17 GMT 2024","3","","TRANSPILER","","TRANSPILER","","LET-SUPERPOSE-IF-CASE.01",""
"passed","Tue Oct 01 02:00:22 GMT 2024","Tue Oct 01 02:00:22 GMT 2024","2","","BASIC","","BASIC","","STATE-TYPES.14",""
"passed","Tue Oct 01 00:37:31 GMT 2024","Tue Oct 01 00:37:35 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","check_types.d4_type_prop",""
"passed","Tue Oct 01 02:00:22 GMT 2024","Tue Oct 01 02:00:22 GMT 2024","2","","BASIC","","BASIC","","HYPERPOSING-SHARED.10",""
"passed","Tue Oct 01 02:00:22 GMT 2024","Tue Oct 01 02:00:22 GMT 2024","1","","BASIC","","BASIC","","HYPERPOSING-SHARED.03",""
"passed","Tue Oct 01 00:39:12 GMT 2024","Tue Oct 01 00:39:12 GMT 2024","6","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","OR-TEST.01",""
"passed","Tue Oct 01 00:43:10 GMT 2024","Tue Oct 01 00:43:10 GMT 2024","4","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TESTS0.04",""
"passed","Tue Oct 01 01:21:31 GMT 2024","Tue Oct 01 01:21:31 GMT 2024","2","","HOL","","HOL","","NATSTANDALONETEST.09",""
"passed","Tue Oct 01 00:39:12 GMT 2024","Tue Oct 01 00:39:12 GMT 2024","7","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","SPACE-SUBTRACTION-TESTS.11",""
"passed","Tue Oct 01 00:37:31 GMT 2024","Tue Oct 01 00:37:35 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","graphml.graphml_test",""
"passed","Tue Oct 01 01:10:56 GMT 2024","Tue Oct 01 01:10:56 GMT 2024","2","","STRIPS-TO-METTA-IMPROVED","","STRIPS-TO-METTA-IMPROVED","","QUERIES.02",""
"failed","Tue Oct 01 01:22:36 GMT 2024","Tue Oct 01 01:22:36 GMT 2024","104","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-XP.02",""
